url,name,rating,location,address,cuisines,cost_for_two,hours,facilities,phone_number_1,phone_number_2,phone_number_3,hours_int,hours_categorical,amount_cuisines,amount_facilities
https://www.zomato.com/jakarta/ab-steak-by-chef-akira-back-setiabudi/info,AB Steak by Chef Akira Back,4.9,Setiabudi,"MD Place Building, Lantai Mezanine, Jl. Setiabudi Selatan No. 7, Kuningan, Jakarta","Steak,Korean",1500000,17h 30m – 22h 30m (Today),"Full Bar Available,Valet Parking Available,Indoor Seating,Table booking recommended,Private Dining Area Available,Smoking Area",622129669272,628772278325,,17,Afternoon,2,6
https://www.zomato.com/jakarta/3-wise-monkeys-senopati/info,3 Wise Monkeys,4.2,Senopati,"Jl. Senopati No. 46, Senopati, Jakarta","Japanese,Sushi",450000,11h – 1h (Today),"Home Delivery,Full Bar Available,Smoking Area,Buffet,Table booking recommended,Praying Room,Valet Parking Available,Indoor Seating",+6281211777746,,,11,Morning,2,8
https://www.zomato.com/jakarta/skye-thamrin/info,SKYE,4.3,Thamrin,"Menara BCA, Lantai 56, Jl. MH. Thamrin, Thamrin, Jakarta","Fusion,European,Asian",600000,16h – 1h (Today),"Full Bar Available,Luxury Dining,Smoking Area,Live Entertainment,City View,Rooftop,Private Dining Area Available,Wifi,Nightlife,Valet Parking Available,Outdoor Seating,Indoor Seating,Serves Cocktails,Table booking recommended",+622123586996,,,16,Afternoon,3,14
https://www.zomato.com/jakarta/bittersweet-by-najla-kalibata/info,Bittersweet By Najla,3.7,Kalibata,"Jl. Kalibata Timur No. 31, Kalibata, Jakarta",Desserts,150000,8h 30m – 21h (Today),"Takeaway Available,Indoor Seating,Desserts and Bakes",6287877469293,62818400165,,8,Morning,1,3
https://www.zomato.com/jakarta/wing-heng-hongkong-dim-sum-shop-pluit/info,Wing Heng Hongkong Dim Sum Shop,4.4,Pluit,"Jl. Pluit Karang Utara, Blok A4U No. 65A, Pluit, Jakarta","Dimsum,Chinese",150000,24 Hours (Today),"Breakfast,Takeaway Available,Indoor Seating",+6283875116699,,,24,,2,3
https://www.zomato.com/jakarta/warung-wakaka-muara-karang/info,Warung Wakaka,4.1,Muara Karang,"Jl. Muara Karang, Blok P2 Selatan No. 78-80, Muara Karang, Jakarta 14450","Street Food,Martabak,Indonesian,Coffee",130000,17h – 1h (Today),"Takeaway Available,Outdoor Seating,Table booking recommended,Smoking Area,Indoor Seating",+622166602919,,,17,Afternoon,4,5
https://www.zomato.com/jakarta/haka-dimsum-shop-kemang/info,Haka Dimsum Shop,4.2,Kemang,"Jl. Kemang Selatan VIII No.44A, Kemang, Jakarta",Dimsum,100000,24 Hours (Today),"Breakfast,Takeaway Available,Indoor Seating,Smoking Area,Outdoor Seating",+6287774798200,,,24,,1,5
https://www.zomato.com/jakarta/mamam-indonesian-moms-dishes-muara-karang/info,MAMAM Indonesian Mom's Dishes,4.1,Muara Karang,"Jl. Muara Karang, Blok P2 No. 86, Muara Karang, Jakarta",Indonesian,180000,11h – 21h (Today),"Takeaway Available,Indoor Seating,Table booking recommended,Wifi",+622122668752,,,11,Morning,1,4
https://www.zomato.com/jakarta/ben-gongs-tea-tanjung-duren/info,Ben Gong's Tea,3.8,Tanjung Duren,"Neo Soho Mall Lt.3A, Jl. Letjen S. Parman, Tanjung Duren, Jakarta","Beverages,Bubble Tea",60000,10h – 22h (Today),"Home Delivery,Takeaway Available,Indoor Seating",Not available for this place,,,10,Morning,2,3
https://www.zomato.com/jakarta/sushi-hiro-senopati/info,Sushi Hiro,4.6,Senopati,"Jl. Suryo No. 24, Senopati, Jakarta",Japanese,400000,11h – 21h 30m (Today),"Home Delivery,Takeaway Available,Wifi,Indoor Seating",+622172800108,,,11,Morning,1,4
https://www.zomato.com/jakarta/anns-bakehouse-melawai/info,Ann's Bakehouse,4.3,Melawai,"Jl. Sungai Sambas 3 No. 12, Melawai, Jakarta",Desserts,100000,Opens tomorrow at 8h,"Home Delivery,Takeaway Available,Free Parking,Smoking Area,Desserts and Bakes,Indoor Seating,Praying Room,Wifi",+622127517049,,,8,Morning,1,8
https://www.zomato.com/henshin/info,Henshin - The Westin Jakarta,4.5,Kuningan,"The Westin Jakarta, Lantai 67-69, Jl. H. R. Rasuna Said, Kuningan, Jakarta 12940","Peruvian,Japanese",1400000,"12h – 14h 30m, 18h – 23h (Today)","Full Bar Available,Nightlife,Valet Parking Available,Outdoor Seating,Indoor Seating,Serves Cocktails,Table booking recommended,Smoking Area,Live Entertainment,City View,Live Music,Rooftop,Private Dining Area Available",622127887768,622127887788,,12,Afternoon,2,13
https://www.zomato.com/jakarta/sushi-mentai-pantai-indah-kapuk/info,Sushi Mentai,4.1,Pantai Indah Kapuk,"Jl. Pantai Indah Utara 2 No. 127, Pantai Indah Kapuk, Jakarta","Sushi,Japanese",200000,Opens tomorrow at 10h,"Takeaway Available,Indoor Seating",+622130051670,,,10,Morning,2,2
https://www.zomato.com/jakarta/layar-seafood-meruya/info,Layar Seafood,4.9,Meruya,"Jl. Pesanggrahan Raya No. 80, Meruya, Jakarta",Seafood,200000,Opens tomorrow at 11h,"Valet Parking Available,Wifi,Table booking recommended,Indoor Seating",622158907223,622158907224,,11,Morning,1,4
https://www.zomato.com/jakarta/ajwad-kramat-jati/info,Ajwad,4.4,Kramat Jati,"Jl. Condet Raya No. 50, Kramat Jati, Jakarta",Arabian,185000,10h – 22h (Today),"Home Delivery,Takeaway Available,Indoor Seating,Table booking recommended,Private Dining Area Available,Praying Room",+6281113301010,,,10,Morning,1,6
https://www.zomato.com/jakarta/waki-japanese-bbq-dining-thamrin/info,WAKI Japanese BBQ Dining,4.9,Thamrin,"Lantai 1, Jl. Tanjung Karang No. 5, Thamrin, Jakarta","Japanese,BBQ",300000,11h – 22h (Today),"Home Delivery,Takeaway Available,Wine and Beer,Indoor Seating,Smoking Area,Group Meal,Table booking recommended,Private Dining Area Available",+6281290109624,,,11,Morning,2,8
https://www.zomato.com/jakarta/umaku-cibubur/info,Umaku,4.4,Cibubur,"Ruko City Walk, Blok CW1 No. 26, Jl. Alternatif Cibubur, Jatisampurna, Bekasi","Japanese,Sushi,Ramen",140000,11h – 22h (Today),"Outdoor Seating,Indoor Seating",622184303732,622184303733,,11,Morning,3,2
https://www.zomato.com/jakarta/xiao-la-guo-1-muara-karang/info,Xiao La Guo,2.9,Muara Karang,"Jl. Muara Karang, Blok P2 No. 78 - 80, Muara Karang, Jakarta",Chinese,150000,17h – 1h (Today),"Takeaway Available,Outdoor Seating,Smoking Area",+622166602919,,,17,Afternoon,1,3
https://www.zomato.com/jakarta/quiznos-sub-serpong-tangerang/info,Quiznos Sub,3.8,Serpong,"Jl. BSD Raya Utama, BSD, Serpong, Tangerang","Mexican,Italian",150000,7h – 24h (Today),"Takeaway Available,Outdoor Seating,Indoor Seating",+622130060414,,,7,Morning,2,3
https://www.zomato.com/jakarta/stack-senopati/info,Stack,3.2,Senopati,"Jl. Wijaya 1 No. 64, Senopati, Jakarta",Western,160000,10h – 22h (Today),"Takeaway Available,Outdoor Seating,Wifi,Indoor Seating,Smoking Area",+6281293515660,,,10,Morning,1,5
https://www.zomato.com/jakarta/demie-dharmawangsa/info,DEMIE,4.1,Dharmawangsa,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No. 4, Dharmawangsa, Jakarta",Bakmi,80000,9h – 21h (Today),"Takeaway Available,Valet Parking Available,Smoking Area,Indoor Seating",+6287781402333,,,9,Morning,1,4
https://www.zomato.com/jakarta/cake-lab-tebet/info,Cake Lab,4.2,Tebet,"Jl. Tebet Barat Dalam Raya No. 122, Tebet, Jakarta","Cafe,Bakery,Desserts",120000,9h – 23h (Today),"Home Delivery,Takeaway Available,Indoor Seating,Table booking recommended,Desserts and Bakes,Wifi",+622183794132,,,9,Morning,3,6
https://www.zomato.com/jakarta/seirock-ya-gandaria/info,Seirock-Ya,4.7,Gandaria,"Jl. Ahmad Dahlan no. 22, Gandaria, Jakarta","Japanese,Ramen",160000,11h – 22h (Today),"Takeaway Available,Indoor Seating,Table booking recommended,Wifi",+622127088644,,,11,Morning,2,4
https://www.zomato.com/jakarta/cold-moo-dharmawangsa/info,Cold Moo,4.8,Dharmawangsa,"Jl. Dharmawangsa VI, No. 20, Pulo 12160","Desserts,Ice Cream",80000,,"Takeaway Available,Indoor Seating,Desserts and Bakes",+6281386777661,,,nan,,2,3
https://www.zomato.com/jakarta/bijin-nabe-senayan/info,Bijin Nabe,4.4,Senayan,"Plaza Senayan, Lantai 5, Jl. Asia Afrika, Senayan, Jakarta",Japanese,400000,Opens tomorrow at 11h,"Home Delivery,Takeaway Available,Beer,Table reservation required,Indoor Seating,Private Dining Area Available",62215725064,6281316277399,,11,Morning,1,6
https://www.zomato.com/jakarta/88-korean-kitchen-senopati/info,88 Korean Kitchen,4.1,Senopati,"Jl. Senayan Blok S No. 16, Senopati, Jakarta",Korean,200000,11h – 21h (Today),"Beer,Table booking recommended,Indoor Seating,Smoking Area",+62217223077,,,11,Morning,1,4
https://www.zomato.com/jakarta/gurih-7-bogor-utara-bogor/info,Gurih 7,4.2,Bogor Utara,"Jl. Raya Pajajaran No.102, Bogor Utara, Bogor 16153","Sunda,Jawa,Indonesian",200000,10h – 21h (Today),"Breakfast,Home Delivery,Live Music,Praying Room,Smoking Area,Live Entertainment,Indoor Seating,Table booking recommended,Private Dining Area Available,Wifi",622518317889,622518330341,6281290180477.0,10,Morning,3,10
https://www.zomato.com/jakarta/pandor-dharmawangsa/info,Pand'or,4.4,Dharmawangsa,"Jl. Wijaya 1 No. 60, Dharmawangsa, Jakarta","Bakery,Western,Asian,European",300000,8h – 22h (Today),"Breakfast,Home Delivery,Wine and Beer,Table booking recommended,Wifi,Smoking Area,Indoor Seating,Private Dining Area Available,Desserts and Bakes",+62217208351,,,8,Morning,4,9
https://www.zomato.com/jakarta/resto-mandala-senopati/info,Resto Mandala,4.7,Senopati,"Jl. Wolter Monginsidi No. 80, Senopati, Jakarta","Chinese,Seafood,Indonesian",200000,8h – 22h 30m (Today),"Breakfast,Takeaway Available,Beer,Table booking recommended,Indoor Seating",62217398537,622193899597,,8,Morning,3,5
https://www.zomato.com/jakarta/roti-srikaya-tet-fai-tambora/info,Roti Srikaya Tet Fai,3.5,Tambora,"Jl. Krendang Raya No. 195 A, Tambora, Jakarta",Street Food,50000,8h 15m – 23h (Today),Takeaway Only,+6282113552229,,,8,Morning,1,1
https://www.zomato.com/jakarta/sushi-tei-pondok-indah/info,Sushi Tei,4.8,Pondok Indah,"Pondok Indah Mall 2, Lantai 1, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Japanese,280000,10h – 22h (Today),"Takeaway Available,Table booking recommended,Indoor Seating,Wifi",+622175920800,,,10,Morning,1,4
https://www.zomato.com/jakarta/fish-streat-tebet/info,Fish Streat,4.1,Tebet,"Jl. Tebet Timur Dalam Raya No. 44B, Tebet, Jakarta","Seafood,Western",150000,10h – 22h (Today),"Takeaway Available,Indoor Seating",+6281288998048,,,10,Morning,2,2
https://www.zomato.com/jakarta/k-bunsik-dharmawangsa/info,K-Bunsik,3.8,Dharmawangsa,"Grand Wijaya Centre, K-Mart, Jl. Dharmawangsa Raya No. 43-44, Dharmawangsa, Jakarta","Korean,Street Food",150000,Opens tomorrow at 8h,"Breakfast,Takeaway Available,Indoor Seating",+622122775526,,,8,Morning,2,3
https://www.zomato.com/jakarta/mammarosy-kemang/info,MammaRosy,4.3,Kemang,"Jl. Kemang Raya No. 58, Kemang, Jakarta","Italian,Pizza",300000,11h – 22h (Today),"Beer,Live Entertainment,Rooftop,Table booking recommended,Private Dining Area Available,Wifi,Outdoor Seating,Indoor Seating,Serves Cocktails,Praying Room,Smoking Area",+622171791592,,,11,Morning,2,11
https://www.zomato.com/jakarta/gioi-senopati/info,GIOI,4.8,Senopati,"Jl. Senopati Raya No. 88, Senopati, Jakarta 12190",Asian,550000,11h – 23h (Today),"Home Delivery,Takeaway Available,Full Bar Available,Table booking recommended,Wifi,Live Entertainment,Valet Parking Available,Indoor Seating,Smoking Area",62217211468,62217211480,6287880006101.0,11,Morning,1,9
https://www.zomato.com/seasonaltastes/info,Seasonal Tastes - The Westin Jakarta,4.5,Kuningan,"The Westin Jakarta, Jl. H. R. Rasuna Said, Kuningan, Jakarta","Indonesian,Indian,Western",500000,"12h – 15h, 18h – 22h (Today)","Breakfast,Full Bar Available,Table booking recommended,Smoking Area,Valet Parking Available,Indoor Seating,Private Dining Area Available,Wifi",622127887700,622127887768,,12,Afternoon,3,8
https://www.zomato.com/jakarta/warung-korea-pop-bendungan-hilir/info,Warung Korea Pop,4.0,Bendungan Hilir,"Jl. Bendungan Jatiluhur 10, Bendungan Hilir, Jakarta",Korean,100000,10h – 22h (Today),"Takeaway Available,Beer,Indoor Seating,Kid Friendly,Wifi,Vegetarian Friendly",628111728895,62212521346,,10,Morning,1,6
https://www.zomato.com/jakarta/kafe-si-manies-roxy/info,Kafe Si Manies,,Roxy,"Ruko ITC Roxy Mas, Blok C2, Jl. Roxy Mas Pertokoan, Roxy, Jakarta","Beverages,Snacks",60000,10h – 22h (Today),Takeaway Only,Not available for this place,,,10,Morning,2,1
https://www.zomato.com/jakarta/al-jazeerah-signature-menteng/info,Al Jazeerah Signature,4.3,Menteng,"Jl. Johar No. 8, Menteng, Jakarta","Arabian,Middle Eastern",350000,10h – 24h (Today),"Home Delivery,Takeaway Available,Valet Parking Available,Outdoor Seating,Shisha,Smoking Area,Praying Room,Private Dining Area Available,Buffet,Table booking recommended,Wifi,Group Meal,Rooftop,Live Music,Live Entertainment,Indoor Seating",+622131907590,,,10,Morning,2,16
https://www.zomato.com/paulanerbrauhaus/info,Paulaner Brauhaus,4.6,Thamrin,"Grand Indonesia Mall, East Mall, Lantai 2, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",German,450000,12h – 21h (Today),"Takeaway Available,Full Bar Available,Nightlife,Indoor Seating,Table booking recommended,Wifi,Live Entertainment,Live Music,Serves Cocktails,Smoking Area",622123583871,622123583807,,12,Afternoon,1,10
https://www.zomato.com/jakarta/xi-ji-gandaria/info,Xi Ji,,Gandaria,"Jl. Gandaria I No. 39, Gandaria, Jakarta","Street Food,Taiwanese",70000,10h – 22h (Today),Takeaway Only,+6287840027985,,,10,Morning,2,1
https://www.zomato.com/jakarta/ayam-goreng-berkah-rahmat-dharmawangsa/info,Ayam Goreng Berkah Rahmat,4.4,Dharmawangsa,"Jl. Melawai No. 13, Dharmawangsa, Jakarta",Jawa,80000,11h – 23h (Today),"Home Delivery,Takeaway Available,Indoor Seating",6281284457444,6281808542004,,11,Morning,1,3
https://www.zomato.com/jakarta/sudestada-grill-bar-cafe-thamrin/info,"Sudestada Grill, Bar & Cafe",4.5,Thamrin,"Jl. Irian No.18, Thamrin, Jakarta 10350","Grill,South American",250000,Opens tomorrow at 10h,"Home Delivery,Takeaway Available,Full Bar Available,Disabled Friendly,Smoking Area,Outdoor Seating,Serves Cocktails,Wifi,Indoor Seating,Table booking recommended,Kid Friendly",6281331265567,62213928944,,10,Morning,2,11
https://www.zomato.com/jakarta/pokenbir-setiabudi/info,Pokenbir,4.9,Setiabudi,"Lippo Kuningan, Jl. HR Rasuna Said, Setiabudi, Jakarta","Asian,Western",320000,10h – 22h (Today),"Takeaway Available,Wine and Beer,Table booking recommended,Indoor Seating,Wifi",+622129110145,,,10,Morning,2,5
https://www.zomato.com/jakarta/chir-chir-pantai-indah-kapuk/info,Chir Chir,4.3,Pantai Indah Kapuk,"Ruko Garden House, Blok B No. 20, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",Korean,350000,11h – 21h 30m (Today),"Takeaway Available,Beer,Smoking Area,Table booking recommended,Indoor Seating",+622129033491,,,11,Morning,1,5
https://www.zomato.com/jakarta/sushi-masa-pluit/info,Sushi Masa,4.9,Pluit,"Jl. Tuna Raya No. 5, Pluit, Jakarta","Sushi,Japanese",500000,"11h 30m – 14h, 18h – 22h (Today)","Takeaway Available,Wine and Beer,Kid Friendly,Wifi,Table booking recommended,Indoor Seating",622129263561,6281510020955,,11,Morning,2,6
https://www.zomato.com/jakarta/taco-local-dharmawangsa/info,Taco Local,4.2,Dharmawangsa,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No. 4, Dharmawangsa, Jakarta",Mexican,200000,11h – 22h (Today),"Beer,Valet Parking Available,Table booking recommended,Outdoor Seating,Indoor Seating,Smoking Area",+6281322219618,,,11,Morning,1,6
https://www.zomato.com/jakarta/table8-hotel-mulia-senayan/info,Table8 - Hotel Mulia,4.8,Senayan,"Hotel Mulia, Jl. Asia Afrika, Senayan, Jakarta 10270","Chinese,Dimsum",800000,"12h – 14h 30m, 18h – 22h 30m (Today)","Beer,Wifi,Valet Parking Available,Private Dining Area Available,Luxury Dining,Buffet,Table booking recommended,Praying Room,Indoor Seating",62215753271,62215747777,,12,Afternoon,2,9
https://www.zomato.com/jakarta/chill-bill-coffees-and-platters-pondok-aren-tangerang/info,Chill Bill Coffees and Platters,4.1,Pondok Aren,"Ruko Emerald Boulevard, Jl. Jombang Raya, Blok AA 2 No. 52, Pondok Aren, Tangerang","Coffee,Tea,Asian",150000,Opens tomorrow at 11h,"Breakfast,Home Delivery,Takeaway Available,Outdoor Seating,Smoking Area,Indoor Seating,Praying Room,Wifi",+6288224842446,,,11,Morning,3,8
https://www.zomato.com/jakarta/fudgy-bro-senayan/info,Fudgy Bro,3.6,Senayan,"Jl. Hang Lekir I No. 9, Senayan, Jakarta",Desserts,150000,9h – 22h (Today),"Home Delivery,Takeaway Available,Self Service,Desserts and Bakes,Indoor Seating",+6281297802636,,,9,Morning,1,5
https://www.zomato.com/jakarta/honoka-melawai/info,Honoka,3.9,Melawai,"Jl. Panglima Polim Raya No. 5B, Melawai, Jakarta","Sushi,Japanese",300000,"11h 30m – 14h, 15h 30m – 22h 30m (Today)","Takeaway Available,Beer,Table booking recommended,Indoor Seating,Wifi",+62217202883,,,11,Morning,2,5
https://www.zomato.com/jakarta/mazeru-gandaria/info,Mazeru,,Gandaria,"Jl. Gandaria 1 No. 39, Gandaria, Jakarta",Japanese,120000,10h – 22h (Today),"Home Delivery,Takeaway Available,Indoor Seating",+6287770637297,,,10,Morning,1,3
https://www.zomato.com/jakarta/pinku-teabar-dharmawangsa/info,Pinku Teabar,,Dharmawangsa,"Jl. Panglima Polim IX No. 9, Dharmawangsa, Jakarta","Tea,Beverages",60000,10h – 22h (Today),"Takeaway Available,Indoor Seating",Not available for this place,,,10,Morning,2,2
https://www.zomato.com/jakarta/oku-tei-japanese-food-gandaria/info,Oku Tei Japanese Food,,Gandaria,"Gandaria City, Lantai Lower Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta","Japanese,Sushi",60000,10h – 22h (Today),Takeaway Only,Not available for this place,,,10,Morning,2,1
https://www.zomato.com/jakarta/hadramout-cikini/info,Hadramout,4.1,Cikini,"Jl. Tambak Raya No. 16A, Cikini, Jakarta",Arabian,150000,9h – 23h (Today),"Home Delivery,Takeaway Available,Indoor Seating,Table booking recommended,Private Dining Area Available,Wifi,Outdoor Seating,Praying Room,Smoking Area",62213928104,62213928148,622199636666.0,9,Morning,1,9
https://www.zomato.com/jakarta/abunawas-kemang/info,Abunawas,4.2,Kemang,"Jl. Kemang Utara Raya No. 15, Kemang, Jakarta","Arabian,Middle Eastern,Mediterranean",250000,10h – 23h 30m (Today),"Takeaway Available,Indoor Seating,Praying Room,Private Dining Area Available,Wifi,Table booking recommended",622171794691,622171794692,,10,Morning,3,6
https://www.zomato.com/jakarta/mu-gung-hwa-senopati/info,Mu Gung Hwa,4.3,Senopati,"Jl. Senayan, Blok S No. 43, Senopati, Jakarta",Korean,200000,8h 30m – 20h 30m (Today),"Table booking recommended,Indoor Seating,Wifi",+62217222214,,,8,Morning,1,3
https://www.zomato.com/jakarta/jjang-korean-noodle-grill-chikin-senopati/info,"Jjang Korean Noodle, Grill, & Chikin'",4.1,Senopati,"Jl. Wolter Monginsidi No. 37, Senopati, Jakarta",Korean,300000,11h – 23h (Today),"Beer,Table booking recommended,Smoking Area,Indoor Seating,Praying Room",+6281284867068,,,11,Morning,1,5
https://www.zomato.com/jakarta/bakmi-congkee-green-ville/info,Bakmi Congkee,3.8,Green Ville,"Komplek Green Garden, Jl. Panjang, Blok A14 No 9, Green Garden, Jakarta 11520",Bakmi,80000,Opens tomorrow at 7h,"Breakfast,Takeaway Available,Indoor Seating",+62818101333,,,7,Morning,1,3
https://www.zomato.com/jakarta/aroma-sop-seafood-muara-karang/info,Aroma Sop Seafood,4.7,Muara Karang,"Jl. Muara Karang Niaga, Muara Karang, Jakarta",Seafood,500000,6h – 21h (Today),"Takeaway Available,Indoor Seating,Outdoor Seating",62216618901,6281294065538,,6,Morning,1,3
https://www.zomato.com/jakarta/nasi-kapau-langganan-2-kemang/info,Nasi Kapau Langganan,,Kemang,"Jl. Bangka Raya No.103A, Kemang, Jakarta","Padang,Indonesian",150000,9h – 21h (Today),"Home Delivery,Takeaway Available,Indoor Seating,Table booking recommended,Praying Room",+6281993399009,,,9,Morning,2,5
https://www.zomato.com/jakarta/holywings-bekasi-utara-bekasi/info,Holywings,,Bekasi Utara,"Jl. Boulevard Timur Blok VA No. 20-21, Bekasi Utara, Bekasi","Fusion,Indonesian,American",200000,11h – 2h (Today),"Home Delivery,Takeaway Available,Full Bar Available,Indoor Seating,Table booking recommended,Wifi,Live Music,Smoking Area",Not available for this place,,,11,Morning,3,8
https://www.zomato.com/jakarta/hurricanes-grill-senopati/info,Hurricane's Grill,4.3,Senopati,"Jl. Gunawarman No. 20, Senopati, Jakarta",Grill,600000,8h – 22h (Today),"Breakfast,Full Bar Available,Live Entertainment,Table booking recommended,Smoking Area,Valet Parking Available,Indoor Seating,Private Dining Area Available,Wifi",+622127513388,,,8,Morning,1,9
https://www.zomato.com/jakarta/haidilao-hot-pot-gandaria/info,Haidilao Hot Pot,4.4,Gandaria,"Gandaria City, Lantai Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",Asian,200000,Opens tomorrow at 11h,"Home Delivery,Takeaway Available,Full Bar Available,Indoor Seating,Table booking recommended,Buffet",622127085851,622127085852,,11,Morning,1,6
https://www.zomato.com/jakarta/kopi-m-by-merry-riana-jelambar/info,Kopi M by Merry Riana,,Jelambar,"Jl. Seni Budaya Raya No. 12, Jelambar, Jakarta",Coffee,50000,10h – 22h (Today),"Takeaway Available,Indoor Seating",+6281287778082,,,10,Morning,1,2
https://www.zomato.com/jakarta/mardin-baklava-jatinegara/info,Mardin Baklava,4.4,Jatinegara,"Jl. Cipinang Jaya No. 74, Jatinegara, Jakarta",Bakery,100000,14h – 24h (Today),"Takeaway Available,Indoor Seating,Wifi,Desserts and Bakes,Praying Room",6281210363772,6282112033331,,14,Afternoon,1,5
https://www.zomato.com/jakarta/latteria-gelato-and-dessert-bar-pantai-indah-kapuk/info,Latteria Gelato and Dessert Bar,4.6,Pantai Indah Kapuk,"Ruko Crown Golf, Blok D No. 39, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta","Desserts,Ice Cream",100000,12h – 23h (Today),"Takeaway Available,Indoor Seating,Kid Friendly,Desserts and Bakes,Wifi,Vegetarian Friendly",+6282297464141,,,12,Afternoon,2,6
https://www.zomato.com/jakarta/burgushi-dharmawangsa/info,Burgushi,3.8,Dharmawangsa,"Jl. Panglima Polim V No. 38D, Dharmawangsa, Jakarta",Japanese,100000,10h – 22h (Today),"Takeaway Available,Valet Parking Available,Indoor Seating",+6282258388380,,,10,Morning,1,3
https://www.zomato.com/jakarta/hen-grill-meruya/info,Hen Grill,,Meruya,"Jl. Meruya Utara, Blok E8 No. 26, Meruya, Jakarta",BBQ,60000,10h – 22h (Today),"Takeaway Available,Indoor Seating",+62215863712,,,10,Morning,1,2
https://www.zomato.com/jakarta/kopi-wahid-2-tanah-abang/info,Kopi Wahid,,Tanah Abang,"Jl. Kebon Kacang 9 No.25A, Tanah Abang, Jakarta","Coffee,Tea",80000,8h – 23h (Today),"Breakfast,Takeaway Available,Outdoor Seating,Indoor Seating",+6285211118311,,,8,Morning,2,4
https://www.zomato.com/jakarta/pink-mamma-pantai-indah-kapuk/info,Pink Mamma,4.1,Pantai Indah Kapuk,"Ruko Garden House, Blok B No. 18C, Bukit Golf Mediterania Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta",Western,250000,8h – 22h (Today),"Home Delivery,Takeaway Available,Beer,Table booking recommended,Wifi,Outdoor Seating,Indoor Seating,Smoking Area",+628117334847,,,8,Morning,1,8
https://www.zomato.com/jakarta/dookki-1-tanjung-duren/info,Dookki,4.2,Tanjung Duren,"Central Park, Lantai Lower Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Korean,220000,10h – 22h (Today),"Wifi,Buffet,Indoor Seating",+622156985154,,,10,Morning,1,3
https://www.zomato.com/jakarta/gordon-scbd/info,Gordon,3.8,SCBD,"Pacific Place Mall, Lantai Ground, Jl. Jenderal Sudirman, SCBD, Jakarta","Coffee,Desserts",60000,10h – 22h (Today),Takeaway Only,+6281717790599,,,10,Morning,2,1
https://www.zomato.com/jakarta/medja-restaurant-bogor-timur-bogor/info,Medja Restaurant,4.0,Bogor Timur,"Jl. Pajajaran Indah V No. 6, Bogor Timur, Bogor",Indonesian,200000,Opens tomorrow at 11h,"Takeaway Available,Beer,Outdoor Seating,Indoor Seating,Smoking Area,Table booking recommended,Wifi",+622518385841,,,11,Morning,1,7
https://www.zomato.com/jakarta/buana-bakery-cilandak/info,Buana Bakery,,Cilandak,"Wisma Raharja, Lantai Ground, Jl. TB Simatupang, Cilandak, Jakarta","Bakery,Coffee,Tea",70000,Opens tomorrow at 8h,"Breakfast,Takeaway Only,Desserts and Bakes",+622178838515,,,8,Morning,3,3
https://www.zomato.com/jakarta/nasi-goreng-kebuli-receh-matraman/info,Nasi Goreng Kebuli Receh,,Matraman,"Jl. Kesatrian IX No. 27-91, Matraman, Jakarta",Indonesian,60000,11h – 22h (Today),"Takeaway Available,Outdoor Seating,Smoking Area,Indoor Seating",+6281315151586,,,11,Morning,1,4
https://www.zomato.com/jakarta/pagi-sore-fatmawati/info,Pagi Sore,4.8,Fatmawati,"Jl. Cipete 2 No. 1, Fatmawati, Jakarta",Padang,200000,10h – 24h (Today),"Home Delivery,Takeaway Available,Table booking recommended,Indoor Seating,Wifi",+62217667000,,,10,Morning,1,5
https://www.zomato.com/jakarta/nasi-campur-aliong-333-gunung-sahari/info,Nasi Campur Aliong 333,4.5,Gunung Sahari,"Jl. Pademangan III No. 24, Gunung Sahari, Jakarta",Chinese,90000,Opens tomorrow at 7h,"Breakfast,Home Delivery,Takeaway Available,Indoor Seating",+62216400282,,,7,Morning,1,4
https://www.zomato.com/jakarta/mangkok-ku-serpong-utara-tangerang/info,Mangkok Ku,3.5,Serpong Utara,"Living World, Jl. Alam Sutera Boulevard, Serpong Utara, Tangerang",Indonesian,80000,10h – 22h (Today),"Takeaway Available,Indoor Seating",Not available for this place,,,10,Morning,1,2
https://www.zomato.com/jakarta/roti-dolan-palmerah/info,Roti Dolan,,Palmerah,"Jl. KH. Syahdan, Gg. H. Senin No. 57D, Palmerah, Jakarta",Bakery,50000,Opens tomorrow at 10h,"Takeaway Available,Indoor Seating,Desserts and Bakes",+6287788921658,,,10,Morning,1,3
https://www.zomato.com/jakarta/cake-shop-crowne-plaza-gatot-subroto/info,Cake Shop - Crowne Plaza,,Gatot Subroto,"Crowne Plaza, Jl. Jenderal Gatot Subroto, Gatot Subroto, Jakarta",Bakery,60000,8h – 22h (Today),"Takeaway Available,Indoor Seating,Desserts and Bakes",+62215268833,,,8,Morning,1,3
